LIMIT_BAL,SEX,EDUCATION,MARRIAGE,AGE,PAY_0,PAY_2,PAY_3,PAY_4,PAY_5,PAY_6,BILL_AMT1,BILL_AMT2,BILL_AMT3,BILL_AMT4,BILL_AMT5,BILL_AMT6,PAY_AMT1,PAY_AMT2,PAY_AMT3,PAY_AMT4,PAY_AMT5,PAY_AMT6,default.payment.next.month
150000.0,1,3,1,49,0,0,0,0,0,0,32866.0,37293.0,36772.0,4521.0,6452.0,6742.0,5028.0,3000.0,3000.0,2000.0,378.0,3306.0,0
460000.0,1,1,2,34,0,0,0,0,0,0,362816.0,372284.0,380257.0,386847.0,301231.0,325831.0,15325.0,16000.0,15000.0,11000.0,30000.0,20004.0,0
500000.0,1,3,2,51,-1,-1,-1,-1,-1,-1,2362.0,575.0,360.0,964.0,957.0,176.0,575.0,361.0,978.0,958.0,176.0,310.0,0
320000.0,1,2,1,34,0,0,0,0,0,0,14237.0,26123.0,28637.0,24385.0,8559.0,3207.0,15031.0,8081.0,5072.0,6591.0,1223.0,0.0,0
200000.0,2,1,2,29,1,-2,-2,-2,-2,-2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
430000.0,2,2,1,28,0,0,0,0,0,0,25968.0,22938.0,18753.0,14734.0,17572.0,18784.0,1313.0,5002.0,1000.0,5000.0,5000.0,2000.0,0
150000.0,1,2,1,58,-2,-2,-2,-2,-2,-2,4473.0,3273.0,2473.0,1473.0,1473.0,1473.0,3273.0,2473.0,1473.0,1473.0,1473.0,1473.0,0
100000.0,2,2,2,28,2,0,0,0,0,0,95197.0,87478.0,89245.0,90247.0,91979.0,94450.0,4050.0,4114.0,3379.0,3338.0,4000.0,5373.0,0
30000.0,1,1,2,30,0,0,2,0,0,0,13216.0,15003.0,15461.0,16204.0,16642.0,17067.0,2000.0,1000.0,1000.0,700.0,700.0,700.0,0
260000.0,2,3,1,31,0,0,-2,-2,-2,-2,20000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7287.0,0
40000.0,2,1,2,24,0,0,0,2,2,0,29782.0,32298.0,34610.0,35326.0,23489.0,11762.0,3000.0,3000.0,1500.0,0.0,1000.0,500.0,1
290000.0,1,2,2,34,1,-2,-1,0,0,0,0.0,0.0,4524.0,8440.0,10300.0,0.0,0.0,4524.0,4000.0,2000.0,0.0,0.0,1
140000.0,1,1,2,27,-1,-1,-1,-1,-1,-1,776.0,0.0,776.0,380.0,1157.0,768.0,0.0,1552.0,380.0,1157.0,783.0,388.0,0
60000.0,2,2,2,22,1,2,2,0,0,0,52126.0,52707.0,47939.0,29351.0,28128.0,27811.0,2030.0,0.0,1014.0,1001.0,1020.0,1142.0,1
210000.0,1,1,2,41,0,-1,-1,-2,-2,-2,62261.0,6615.0,0.0,0.0,0.0,0.0,6615.0,0.0,0.0,0.0,0.0,0.0,0
170000.0,2,1,2,28,1,-2,-2,-2,-2,-2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
370000.0,2,3,1,37,-2,-2,-2,-2,-2,-2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
30000.0,1,1,2,23,0,0,0,0,0,0,30235.0,28246.0,30395.0,29962.0,30360.0,29899.0,3000.0,3000.0,2468.0,1700.0,2500.0,1046.0,0
360000.0,2,1,1,32,-1,-1,-2,-2,-2,-2,2500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
290000.0,1,2,2,43,0,0,0,0,-1,-1,124362.0,111594.0,58039.0,3818.0,1318.0,0.0,5100.0,2507.0,1500.0,2000.0,0.0,1333.0,0
50000.0,2,3,1,36,0,0,0,0,0,0,13572.0,10805.0,8623.0,8799.0,8468.0,8768.0,1188.0,3000.0,176.0,169.0,300.0,1200.0,0
210000.0,2,3,1,27,1,-2,-1,-1,-2,-2,0.0,0.0,1008.0,0.0,0.0,0.0,0.0,1008.0,0.0,0.0,0.0,1114.0,0
170000.0,1,3,1,31,2,0,0,0,0,0,170485.0,229805.0,167524.0,185414.0,121092.0,117320.0,8000.0,8000.0,5000.0,5000.0,4500.0,5000.0,0
360000.0,1,1,1,40,0,0,2,-1,-1,-1,76584.0,85400.0,17295.0,8331.0,2643.0,6008.0,21358.0,86.0,8372.0,2656.0,6038.0,3325.0,0
90000.0,2,1,2,25,-1,-1,-1,-1,0,0,9359.0,-5.0,1881.0,7638.0,4464.0,26224.0,0.0,1886.0,7650.0,1005.0,23773.0,1000.0,0
210000.0,1,3,1,44,1,2,2,-2,-2,-2,19131.0,18447.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
160000.0,2,2,1,50,-2,-2,-2,-2,-2,-2,3440.0,3208.0,3315.0,2645.0,1049.0,1469.0,3219.0,3322.0,2645.0,1049.0,1469.0,3490.0,0
30000.0,2,2,2,22,0,0,2,0,0,0,10094.0,14870.0,13329.0,7275.0,26804.0,29362.0,5300.0,0.0,607.0,20000.0,3000.0,0.0,0
80000.0,1,2,2,23,2,2,0,0,0,0,71528.0,69817.0,70719.0,39288.0,40500.0,41668.0,0.0,2131.0,2000.0,2000.0,2000.0,3000.0,0
250000.0,2,2,1,36,0,0,0,0,0,0,126751.0,129559.0,132714.0,135829.0,138959.0,140779.0,4559.0,5000.0,5000.0,5000.0,3779.0,4709.0,0
60000.0,2,1,2,27,1,2,2,0,0,0,7169.0,8396.0,8113.0,8971.0,10824.0,11646.0,1500.0,0.0,1000.0,2000.0,1000.0,1500.0,0
130000.0,1,1,2,30,0,0,2,0,0,2,127253.0,135822.0,127930.0,127762.0,134010.0,133548.0,12207.0,0.0,5000.0,10100.0,4500.0,0.0,0
180000.0,1,1,2,30,0,0,0,0,0,0,174297.0,152251.0,96399.0,87026.0,78137.0,58332.0,22000.0,4000.0,2000.0,5000.0,3000.0,3000.0,0
200000.0,1,1,2,27,-2,-2,-2,-2,-2,-2,5105.0,7261.0,15191.0,8991.0,8986.0,8609.0,7261.0,15220.0,8991.0,8986.0,8609.0,8299.0,0
210000.0,1,1,1,28,0,0,0,0,0,0,124667.0,201007.0,144968.0,134975.0,136469.0,139866.0,145273.0,5065.0,5012.0,5000.0,5078.0,5000.0,0
240000.0,2,1,2,30,0,0,0,0,0,0,12876.0,4420.0,4508.0,8064.0,4520.0,4476.0,1905.0,3632.0,7100.0,0.0,3500.0,3600.0,0
460000.0,2,2,2,46,0,0,0,0,0,0,305814.0,315479.0,328208.0,320056.0,326599.0,337552.0,15000.0,20065.0,12000.0,12070.0,17000.0,12400.0,0
400000.0,2,1,1,38,-1,-1,-1,-1,-1,-1,16195.0,10713.0,11340.0,10390.0,620.0,10390.0,10713.0,11340.0,10390.0,620.0,10390.0,727.0,0
20000.0,1,3,2,25,0,0,0,0,0,0,13701.0,14413.0,15781.0,15939.0,16271.0,16590.0,1241.0,1609.0,717.0,738.0,740.0,789.0,0
60000.0,2,2,1,37,0,0,0,0,0,0,60655.0,60281.0,59968.0,40377.0,40679.0,40493.0,2410.0,2203.0,1500.0,1600.0,1500.0,1400.0,0
110000.0,2,2,2,34,0,0,0,0,0,0,93039.0,81169.0,82800.0,107986.0,99627.0,80610.0,4500.0,4100.0,67606.0,4100.0,3100.0,2861.0,0
80000.0,2,3,2,26,2,2,2,2,2,0,41586.0,44690.0,43671.0,49683.0,48757.0,49782.0,3775.0,0.0,6768.0,0.0,1834.0,1744.0,1
50000.0,1,1,2,30,-1,-1,-1,-1,-1,-1,390.0,390.0,390.0,390.0,390.0,23269.0,390.0,390.0,390.0,390.0,23269.0,1500.0,0
360000.0,2,1,2,28,0,-1,-1,-1,-1,-1,2386.0,3166.0,2776.0,2386.0,3166.0,2983.0,3166.0,2776.0,7158.0,3166.0,2983.0,2386.0,0
70000.0,1,2,1,24,0,0,0,0,0,0,49169.0,48960.0,49864.0,48481.0,46946.0,47958.0,1840.0,1744.0,2001.0,2000.0,1800.0,1706.0,0
20000.0,2,2,2,22,0,0,0,0,0,2,16072.0,17205.0,17903.0,18321.0,19680.0,18292.0,1700.0,1300.0,700.0,1643.0,0.0,1000.0,0
200000.0,2,3,1,50,0,0,0,0,0,0,141886.0,141771.0,141129.0,134295.0,135962.0,112870.0,7000.0,8000.0,4100.0,4200.0,4300.0,4500.0,0
90000.0,2,3,1,46,-2,-2,-2,-2,-2,-2,1609.0,686.0,3904.0,686.0,686.0,686.0,1372.0,3904.0,686.0,686.0,686.0,686.0,0
30000.0,1,1,1,36,-1,2,2,-1,2,2,1123.0,543.0,153.0,1495.0,955.0,1735.0,200.0,0.0,1495.0,0.0,1170.0,0.0,0
260000.0,2,1,1,44,-1,-1,-1,-1,-1,-2,2772.0,6675.0,-3098.0,11377.0,0.0,0.0,6675.0,20.0,50000.0,0.0,0.0,0.0,1
50000.0,2,2,1,34,0,0,0,0,0,0,7900.0,8922.0,9926.0,9970.0,10339.0,11009.0,1309.0,1313.0,357.0,530.0,1000.0,622.0,1
30000.0,2,2,1,25,-1,2,2,0,0,0,30119.0,31240.0,30311.0,30270.0,28958.0,30974.0,1900.0,0.0,957.0,7000.0,4530.0,0.0,0
20000.0,2,3,1,33,0,0,0,0,0,0,2909.0,3537.0,4120.0,3802.0,3484.0,3152.0,1224.0,1197.0,269.0,269.0,261.0,227.0,0
30000.0,1,2,1,33,2,2,0,0,0,0,42646.0,30060.0,28391.0,26156.0,25377.0,27422.0,2159.0,1500.0,1000.0,1000.0,3800.0,0.0,1
290000.0,2,1,3,29,0,0,0,0,0,0,221626.0,190440.0,118163.0,110728.0,106426.0,15300.0,6530.0,4200.0,4938.0,10000.0,2420.0,221000.0,1
50000.0,1,1,2,26,2,2,-1,0,0,0,2467.0,-368.0,1465.0,2282.0,2397.0,2470.0,0.0,2000.0,1000.0,300.0,300.0,2000.0,1
60000.0,2,1,2,31,0,-1,2,2,2,2,3610.0,855.0,111.0,411.0,261.0,6695.0,900.0,0.0,300.0,0.0,6500.0,0.0,0
200000.0,1,1,2,34,0,0,0,2,2,2,156449.0,162377.0,174501.0,155355.0,129942.0,118202.0,10000.0,15000.0,0.0,10000.0,0.0,11000.0,1
50000.0,1,3,1,48,0,0,0,0,-1,-1,45600.0,12404.0,7857.0,3181.0,2430.0,780.0,1800.0,1506.0,6.0,2430.0,780.0,0.0,0
190000.0,2,1,2,29,0,0,0,0,0,0,188463.0,179419.0,165858.0,159374.0,158040.0,159833.0,6536.0,6031.0,20036.0,5732.0,5648.0,6011.0,0
70000.0,2,2,1,38,1,2,2,2,2,2,30175.0,31289.0,31678.0,32255.0,32890.0,33595.0,1900.0,1200.0,1400.0,1300.0,1400.0,1400.0,0
300000.0,1,1,2,31,1,-1,-1,-1,-1,-1,-122.0,22953.0,3565.0,19869.0,26249.0,1332.0,23075.0,3583.0,19969.0,26380.0,1338.0,0.0,0
400000.0,1,1,2,27,0,0,2,2,2,2,58995.0,63064.0,60984.0,61034.0,60881.0,46569.0,5000.0,0.0,500.0,39.0,707.0,0.0,0
200000.0,2,1,1,46,1,-2,-2,-2,-1,-1,9367.0,0.0,0.0,0.0,9400.0,13039.0,0.0,0.0,0.0,9400.0,13039.0,0.0,1
560000.0,1,2,1,43,-1,0,0,0,0,0,168211.0,139873.0,142391.0,145345.0,148177.0,139831.0,5060.0,4827.0,4974.0,4942.0,4573.0,4074.0,0
150000.0,2,2,1,37,0,0,0,0,0,0,40680.0,44960.0,45976.0,46890.0,47873.0,48833.0,4960.0,1765.0,1679.0,1739.0,1757.0,1795.0,0
300000.0,2,1,1,36,-1,-1,-1,-2,-2,-1,2072.0,2654.0,0.0,0.0,0.0,380.0,2654.0,0.0,0.0,0.0,380.0,0.0,0
80000.0,2,2,1,24,0,0,0,2,2,2,48578.0,50789.0,54936.0,55735.0,56699.0,55632.0,3000.0,5000.0,2300.0,2000.0,0.0,2500.0,0
150000.0,2,1,1,52,-1,3,2,0,0,-1,3391.0,3227.0,1129.0,2034.0,2140.0,6731.0,20.0,802.0,1705.0,1806.0,6427.0,16.0,1
20000.0,2,2,1,29,0,0,0,0,0,-2,8624.0,9972.0,9799.0,9999.0,0.0,0.0,1500.0,1000.0,200.0,0.0,0.0,0.0,0
50000.0,2,2,1,27,0,0,0,0,0,0,43583.0,35245.0,27520.0,25928.0,26470.0,27077.0,3100.0,1723.0,1100.0,1111.0,1200.0,1130.0,0
150000.0,2,2,2,23,0,0,0,2,0,0,41408.0,40958.0,39934.0,8433.0,6741.0,7586.0,2074.0,1926.0,0.0,408.0,3000.0,8275.0,0
140000.0,2,1,1,34,1,-2,-2,-2,-2,-1,0.0,401.0,3930.0,3951.0,0.0,12555.0,401.0,3930.0,3951.0,0.0,12555.0,0.0,0
500000.0,2,1,1,52,-1,-1,-1,-2,-2,-2,1323.0,1725.0,0.0,0.0,0.0,0.0,1725.0,0.0,0.0,0.0,0.0,0.0,0
90000.0,2,2,2,29,0,0,0,0,0,0,89068.0,83890.0,77489.0,46544.0,48266.0,49926.0,4073.0,5021.0,3000.0,3000.0,3000.0,2000.0,0
30000.0,1,2,2,28,-1,0,0,0,-1,-1,27368.0,23023.0,27428.0,28720.0,780.0,0.0,3000.0,5000.0,2000.0,780.0,0.0,0.0,1
50000.0,2,3,2,50,0,0,2,0,0,0,47405.0,50138.0,25768.0,26142.0,26771.0,27175.0,4130.0,0.0,1100.0,1200.0,1000.0,1100.0,1
280000.0,2,2,2,32,-2,-2,-2,-2,-2,-2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
390000.0,1,1,2,26,2,0,0,0,0,0,112320.0,106156.0,95039.0,85806.0,76981.0,69641.0,5073.0,3950.0,2627.0,2044.0,2344.0,3036.0,1
100000.0,2,2,2,27,2,3,3,2,2,3,97156.0,97634.0,96461.0,96975.0,101280.0,101935.0,2900.0,1300.0,3000.0,5450.0,2000.0,0.0,1
200000.0,1,1,2,33,0,0,0,0,2,0,197272.0,196700.0,194403.0,197746.0,190198.0,192015.0,8600.0,7700.0,11100.0,0.0,5600.0,5640.0,1
230000.0,2,2,2,41,0,0,0,0,0,0,38975.0,35294.0,39295.0,38459.0,40242.0,42495.0,5000.0,5000.0,5000.0,3000.0,5000.0,3000.0,0
20000.0,2,2,1,48,0,0,2,2,2,2,11492.0,15791.0,15806.0,29542.0,15484.0,15046.0,4500.0,550.0,0.0,1445.0,0.0,400.0,0
180000.0,1,1,2,40,0,0,0,0,-1,-1,123705.0,126429.0,20650.0,7751.0,1630.0,0.0,6019.0,1074.0,2038.0,819.0,0.0,0.0,0
10000.0,1,2,2,23,3,2,2,0,0,0,4256.0,5113.0,4883.0,5155.0,5275.0,0.0,1081.0,0.0,353.0,375.0,0.0,0.0,0
327680.0,1,3,2,42,0,0,0,0,0,0,344011.0,336175.0,333048.0,277250.0,256365.0,243600.0,11219.0,11461.0,9100.0,8345.0,7783.0,9200.0,1
100000.0,2,2,1,42,-1,0,0,0,0,0,976.0,5476.0,10303.0,11007.0,11254.0,5934.0,4500.0,5000.0,1000.0,5200.0,1052.0,4000.0,1
80000.0,2,2,1,41,-2,-2,-2,-2,-2,-2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
250000.0,2,1,1,37,0,0,0,0,0,0,13504.0,13486.0,14261.0,7019.0,7062.0,7242.0,1267.0,1310.0,232.0,238.0,279.0,122.0,0
440000.0,2,1,2,34,-2,-2,-2,-2,-2,-2,4196.0,10121.0,32921.0,22680.0,13711.0,11074.0,10137.0,32921.0,15701.0,5711.0,5074.0,14825.0,0
140000.0,2,1,2,24,-1,-1,0,0,0,0,13408.0,97396.0,92990.0,93960.0,96724.0,91539.0,97396.0,4070.0,3225.0,4137.0,3100.0,2300.0,0
20000.0,2,2,2,50,0,-1,-1,-1,-1,-2,5100.0,2940.0,6050.0,3100.0,0.0,0.0,2940.0,6050.0,3100.0,0.0,0.0,1035.0,0
50000.0,2,2,1,29,2,2,2,2,0,0,46191.0,44808.0,38605.0,32455.0,15865.0,23753.0,3800.0,1500.0,0.0,628.0,10362.0,786.0,0
30000.0,2,2,1,29,-1,-1,-1,-1,-1,-2,2405.0,390.0,2476.0,3055.0,0.0,0.0,390.0,2476.0,3059.0,0.0,0.0,0.0,0
210000.0,2,2,1,34,0,0,0,0,0,0,140272.0,115922.0,105875.0,97873.0,90872.0,72969.0,6018.0,6029.0,3000.0,3500.0,3000.0,3000.0,0
20000.0,1,2,2,28,0,0,0,2,2,2,6866.0,8246.0,10101.0,9790.0,10632.0,10312.0,1500.0,2000.0,0.0,1000.0,0.0,1000.0,0
150000.0,2,3,1,24,-2,-2,-2,-2,-2,-2,6479.0,1670.0,4330.0,8036.0,1505.0,974.0,1670.0,4330.0,8040.0,1505.0,974.0,0.0,1
50000.0,1,1,2,23,0,0,0,0,2,0,51175.0,47514.0,23927.0,20162.0,19342.0,18347.0,2500.0,2280.0,2157.0,0.0,660.0,638.0,0
210000.0,2,2,1,47,0,0,0,0,0,0,17952.0,18894.0,20296.0,21704.0,24086.0,26414.0,1500.0,2000.0,2000.0,3000.0,3000.0,1000.0,0
250000.0,2,3,1,49,-2,-2,-2,-2,-2,-2,632.0,316.0,316.0,316.0,316.0,316.0,0.0,316.0,316.0,316.0,316.0,316.0,1
130000.0,1,1,2,37,0,0,0,0,0,0,109383.0,106149.0,44841.0,45451.0,46564.0,47516.0,5300.0,1700.0,1300.0,1500.0,1500.0,1400.0,0
290000.0,1,1,1,38,2,2,0,0,0,0,324016.0,294976.0,297386.0,243558.0,241765.0,236413.0,0.0,12139.0,80000.0,10000.0,8443.0,10000.0,1
150000.0,2,2,2,29,0,0,0,0,0,-1,19020.0,7717.0,9858.0,9188.0,7518.0,23574.0,1500.0,5000.0,2000.0,1000.0,33054.0,704.0,0
80000.0,2,3,2,28,0,0,0,0,0,0,77450.0,78100.0,76204.0,66876.0,66182.0,67199.0,3500.0,2600.0,2400.0,2500.0,2700.0,2300.0,0
50000.0,1,2,1,39,0,0,0,0,0,0,11665.0,12405.0,13355.0,13622.0,11550.0,11713.0,1232.0,1182.0,449.0,565.0,504.0,233.0,0
240000.0,1,2,1,49,-2,-2,-2,-2,-2,-2,4639.0,1825.0,973.0,-110.0,-110.0,-110.0,1838.0,976.0,110.0,0.0,0.0,0.0,0
90000.0,1,2,2,27,0,0,2,2,2,2,20249.0,44731.0,43712.0,52966.0,51988.0,56117.0,25000.0,0.0,10000.0,0.0,5000.0,3150.0,0
220000.0,1,1,2,38,1,2,-1,-1,0,-1,7311.0,5590.0,1066.0,2404.0,1338.0,19082.0,0.0,1066.0,2404.0,0.0,19082.0,4421.0,0
170000.0,1,2,2,33,-1,-1,-1,-1,-1,-1,2164.0,165.0,165.0,0.0,4841.0,95.0,165.0,165.0,0.0,4841.0,95.0,531.0,0
70000.0,1,1,2,26,1,-2,-2,-2,-2,-2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,313.0,0
160000.0,1,1,2,53,2,2,-1,-1,-2,-1,1309.0,0.0,4582.0,0.0,0.0,2191.0,0.0,4582.0,0.0,0.0,2191.0,4825.0,1
250000.0,2,1,2,29,-1,-1,-1,0,-1,-1,17949.0,9863.0,6942.0,2779.0,2497.0,2830.0,9863.0,6955.0,2517.0,2497.0,2830.0,10809.0,0
70000.0,1,1,1,42,0,0,0,0,0,0,71255.0,71338.0,71267.0,69813.0,71324.0,71268.0,2800.0,2800.0,2900.0,2800.0,2800.0,2990.0,1
90000.0,2,2,2,27,-1,-1,-1,0,0,0,509.0,511.0,4451.0,4104.0,8993.0,5382.0,511.0,4451.0,82.0,5161.0,108.0,0.0,1
50000.0,2,2,1,23,0,0,0,0,0,0,49103.0,44351.0,38726.0,28598.0,29277.0,27310.0,1800.0,2128.0,1000.0,1100.0,1000.0,999.0,0
150000.0,2,1,2,30,0,0,0,0,0,0,150311.0,138240.0,138887.0,144170.0,149970.0,145262.0,5500.0,3400.0,5883.0,5800.0,2905.0,2799.0,1
20000.0,2,2,1,21,1,-2,-1,-1,-2,-2,0.0,0.0,289.0,0.0,0.0,0.0,0.0,289.0,0.0,0.0,0.0,0.0,1
20000.0,2,1,2,23,0,0,0,0,0,0,16841.0,17676.0,18804.0,19037.0,20137.0,20160.0,1642.0,2000.0,1000.0,1730.0,587.0,208.0,0
50000.0,2,4,1,29,0,0,0,0,0,0,85305.0,86152.0,56250.0,57603.0,19336.0,18964.0,4000.0,2257.0,2000.0,2000.0,700.0,600.0,0
200000.0,1,1,1,31,0,0,0,0,0,0,179063.0,159466.0,162739.0,163555.0,166452.0,168398.0,5000.0,5100.0,5000.0,6000.0,4500.0,20000.0,0
200000.0,2,3,2,25,-1,-1,-1,0,-1,-1,1676.0,3122.0,2991.0,390.0,1211.0,390.0,4595.0,2991.0,0.0,1211.0,390.0,1112.0,0
120000.0,2,2,2,52,0,0,0,0,0,0,119796.0,117229.0,239224.0,91231.0,90184.0,90072.0,4700.0,5590.0,4000.0,3600.0,3700.0,32696.0,0
270000.0,2,3,1,37,-1,-1,-1,-1,-1,-1,384.0,2197.0,186.0,0.0,173.0,0.0,2197.0,186.0,0.0,173.0,0.0,433.0,1
300000.0,2,1,2,31,0,0,0,-1,-1,-1,11158.0,1616.0,3658.0,658.0,662.0,0.0,1000.0,2700.0,658.0,662.0,0.0,0.0,0
400000.0,1,2,2,29,0,0,0,0,0,0,41008.0,42351.0,43146.0,44227.0,45062.0,46012.0,2005.0,1800.0,1800.0,1700.0,1700.0,1800.0,1
120000.0,1,3,1,24,0,0,0,-2,-2,-2,79172.0,61300.0,0.0,0.0,0.0,0.0,2500.0,0.0,0.0,0.0,0.0,0.0,0
130000.0,1,2,2,25,0,0,0,0,0,0,4841.0,6750.0,7559.0,5198.0,5198.0,5198.0,2000.0,1000.0,2200.0,0.0,0.0,0.0,0
150000.0,1,2,1,30,-2,-2,-2,-2,-2,-2,116778.0,59731.0,89742.0,116067.0,97725.0,76466.0,60367.0,100483.0,116567.0,50156.0,10383.0,316.0,0
200000.0,2,1,2,40,1,-2,-2,-2,-2,-2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
130000.0,1,2,1,49,0,0,0,0,0,0,130558.0,131939.0,100513.0,35288.0,34359.0,33488.0,5311.0,2502.0,1512.0,1612.0,2000.0,1000.0,0
120000.0,2,1,2,27,-1,-1,-1,-1,-1,-1,1026.0,1026.0,1026.0,1026.0,1026.0,1026.0,1026.0,1026.0,1026.0,1026.0,1026.0,1026.0,0
230000.0,2,2,2,32,-2,-2,-2,-2,-2,-2,1168.0,698.0,2371.0,4524.0,299.0,395.0,698.0,2371.0,4524.0,299.0,395.0,0.0,0
50000.0,1,1,2,26,0,0,-1,-1,-1,-1,11550.0,11368.0,138.0,1022.0,316.0,450.0,1000.0,200.0,1200.0,600.0,600.0,600.0,0
10000.0,2,3,1,49,-1,-1,-2,-1,2,2,32.0,-358.0,-748.0,1690.0,1138.0,930.0,0.0,0.0,2828.0,0.0,182.0,0.0,1
360000.0,1,1,2,28,-2,-2,-2,-2,-2,-2,14433.0,15157.0,8564.0,1495.0,5977.0,1211.0,2394.0,8606.0,1502.0,6006.0,4217.0,2228.0,0
140000.0,2,1,2,24,0,0,0,0,0,-1,124722.0,77682.0,77870.0,19353.0,8966.0,14300.0,3645.0,2322.0,387.0,1000.0,14300.0,2900.0,0
50000.0,2,2,2,25,3,2,2,0,0,0,49081.0,50074.0,48610.0,17857.0,18369.0,19011.0,2063.0,0.0,800.0,800.0,1000.0,1000.0,1
120000.0,2,2,1,44,0,0,0,0,0,0,16407.0,17433.0,18444.0,18810.0,19218.0,21385.0,1296.0,1307.0,673.0,711.0,2500.0,793.0,0
500000.0,1,1,1,56,-1,-1,-1,-1,-1,-1,22981.0,97007.0,32109.0,56370.0,36918.0,35017.0,97345.0,32189.0,56436.0,36918.0,35017.0,23547.0,0
500000.0,1,1,2,33,0,0,0,0,0,0,49981.0,45803.0,43838.0,25588.0,24648.0,23773.0,2200.0,2000.0,3000.0,2000.0,2657.0,85500.0,0
10000.0,1,2,2,25,-1,2,0,0,-1,-1,7786.0,8512.0,9290.0,9480.0,388.0,10000.0,1000.0,1000.0,190.0,388.0,10000.0,0.0,0
160000.0,2,3,1,39,0,0,0,0,0,0,40892.0,42416.0,43367.0,44344.0,45486.0,50520.0,2500.0,3000.0,2000.0,1856.0,6000.0,2000.0,0
60000.0,2,2,2,31,-1,-1,2,-1,-1,-1,326.0,1152.0,826.0,22662.0,38211.0,19671.0,1152.0,0.0,22662.0,38211.0,19671.0,12245.0,0
60000.0,2,2,1,40,0,0,0,-1,-1,-1,25158.0,18473.0,7506.0,4790.0,6388.0,5816.0,5000.0,1508.0,4790.0,6388.0,6046.0,17806.0,0
160000.0,2,2,2,40,1,-1,-1,-1,-1,-1,0.0,372.0,-7.0,3298.0,455.0,-325.0,372.0,0.0,3305.0,455.0,0.0,0.0,0
500000.0,2,1,2,40,-1,-1,-1,-1,-2,-1,5158.0,5514.0,14199.0,1537.0,1537.0,5517.0,5514.0,14220.0,1537.0,1537.0,5517.0,550.0,0
360000.0,2,1,1,41,0,0,0,0,0,0,250180.0,141206.0,64277.0,32727.0,13004.0,0.0,4428.0,2017.0,305.0,1240.0,0.0,0.0,0
10000.0,1,2,2,27,2,2,2,0,0,2,6743.0,9060.0,8768.0,9465.0,10212.0,10198.0,2600.0,0.0,1000.0,900.0,300.0,0.0,1
30000.0,2,3,1,44,2,2,2,2,0,0,33382.0,34547.0,35100.0,32859.0,32041.0,31262.0,2000.0,1500.0,0.0,1112.0,1175.0,2200.0,1
60000.0,2,2,2,26,0,0,0,0,0,0,3724.0,5782.0,24653.0,25831.0,27483.0,28085.0,5600.0,20000.0,2500.0,3000.0,2000.0,1500.0,0
80000.0,2,2,1,44,0,0,-1,-1,-1,-1,1719.0,1732.0,1250.0,175.0,175.0,175.0,1000.0,1250.0,175.0,175.0,175.0,175.0,0
410000.0,1,2,1,37,-2,-2,-2,-2,-2,-2,4339.0,1695.0,17106.0,9600.0,2052.0,3829.0,1815.0,17106.0,9600.0,2052.0,3829.0,3400.0,0
70000.0,2,2,1,27,3,2,3,2,0,0,70084.0,71379.0,69264.0,26547.0,24173.0,24620.0,3000.0,0.0,0.0,2000.0,1000.0,1000.0,1
60000.0,2,3,2,47,-1,-1,-1,-1,-1,-1,696.0,696.0,696.0,696.0,696.0,696.0,696.0,696.0,696.0,696.0,696.0,380.0,1
80000.0,1,2,1,41,0,0,0,0,0,0,12781.0,9994.0,10704.0,9201.0,6275.0,2678.0,2000.0,4000.0,1000.0,1000.0,1000.0,1000.0,0
30000.0,1,3,2,38,0,0,0,0,0,0,14095.0,15117.0,16130.0,16462.0,16808.0,17140.0,1255.0,1268.0,600.0,611.0,612.0,1000.0,0
110000.0,2,3,1,49,0,0,0,0,0,0,52775.0,52687.0,53403.0,56028.0,57996.0,59839.0,3000.0,3000.0,5000.0,3000.0,3000.0,2000.0,0
150000.0,2,2,1,30,-1,-1,2,-1,-1,-1,696.0,1392.0,696.0,696.0,873.0,1392.0,1392.0,0.0,696.0,873.0,1392.0,696.0,1
30000.0,2,2,1,38,1,2,0,0,0,2,9033.0,8136.0,8339.0,8730.0,9386.0,3014.0,0.0,1000.0,1000.0,1300.0,0.0,1000.0,0
150000.0,1,3,1,38,0,0,0,0,0,0,40441.0,38497.0,39552.0,40393.0,41243.0,42157.0,2000.0,2000.0,1500.0,1500.0,1600.0,1600.0,0
50000.0,1,3,1,55,0,0,2,0,0,2,42067.0,45127.0,44106.0,44839.0,47634.0,46718.0,4055.0,0.0,1767.0,3683.0,0.0,1817.0,0
